Project ID,Insect Type,Insect Order,Project Title,Project Description,Type,16s rRNA,full_results
PRJNA555314,Drosophila melanogaster,Diptera,Recurrent application of dietary restriction reduces tumor load and increases lifespan in an intestinal cancer model,"Intestinal cancers are highly responsive to their nutrient environment. However, previous studies integrating nutrition into the network of cancer progression are largely inconsistent. We therefore investigated the effects of dietary restriction, which is the most consistently found beneficial nutritional intervention, on the development of intestinal stem cell tumors in a Drosophila melanogaster model. Submission to dietary restriction led to a decline in tumor mass and a morphological as well as functional rehabilitation of the intestine. Nevertheless, flies submitted to dietary restriction exhibited a drastically reduced lifespan due to substantial loss of body mass. To circumvent these destructive consequences, we applied a nutritional regimen consisting of alternating phases of dietary restriction and a fully nutritious diet. Strikingly, the recurrent diet reduced tumor mass and reinstated gut functionality to the same extend as continuous dietary restriction, while restoring the lifespan of tumor-bearing flies back to the level of healthy controls. Overall design: 16S rRNA and transcriptome sequencing were performed to investigate the effects of dietary restriction on the development of intestinal stem cell tumors in a Drosophila melanogaster model.",paired,1,0
PRJNA555186,Pieris brassicae,Lepidoptera,Pieris brassicae gut,Pieris brassicae gut 16S metabarcoding reads,paired,1,1
PRJNA555003,Bee,Hymenoptera,Intestinal flora of bees at different stages of development,Sequencing intestinal flora at different stages of bee development,paired,1,1
PRJNA554519,Beet Armyworm/Cabbage moth,Lepidoptera,Beet Armyworm and Cabbage moth microbial community diversity,The use of lllumina PE250 high-throughput to sequence the v3-v4 regions of the bacterial 16S gene in the beet armyworm and cabbage moth gut,paired,1,1
PRJNA552585,Galleria mellonella,Lepidoptera,Galleria mellonella gut microbiome Metagenome,"Plastic polymers have revolutionized our lives for the best, our planet for the worst. Indeed, of the tons of plastic produced annually, the majority of it can be classified as single use, convenience product, that eventually ends up littering our environment. These polymers, although convenient, are unfortunately poorly degradable and require extensive processes to reduce their accumulation. Recently it was found that larvae of the waxworm Galleria mellonella degrades polyethylene at unparalleled rates. Under the assumption that the microbiome plays an integral role in the degradation process, we characterized the bacteria in waxworms fed on plastic, honeycomb and starved for 24 h and 72 h.",paired,1,1
PRJNA551654,Acalymma / Eucera pruinosa,Coleoptera/Hymenoptera,16S sequencing of Acalymma and Eucera pruinosa,"16S rRNA sequences from surface sterilized Acalymma vittatum, Acalymma trivittatum and Eucera pruinosa. Acalymma are leaf beetle herbivores that have co-evolved with Cucurbita host plants, and can transmit the bacterial plant pathogen Erwinia tracheiphila. Eucera pruinosa are solitary native bee pollinators that only visit Cucurbita flowers.",paired,0,0
PRJNA550325,Drosophila,Diptera,Bacteria isolated from Drosophila midguts Raw sequence reads,Midgut microbiome analysis of D. melanogaster 3rd instar larvae with or without L. boulardi infection.,paired,1,1
PRJNA549806,Beetle,Coleoptera,Gut bacteria of weevil beetles developing on plant roots under extreme desert conditions,"The phytophagous insects in desert environments may evolve specific associations with gut bacteria to adapt the extreme low nutrient availability. As a first step to address this hypothesis, we conducted a systematic survey of bacterial communities in the gut of two weevils developing inside a mud chamber affixed to the roots of summer annual plants in the Negev Desert of Israel, based on 16S rRNA amplicon sequencing.",paired,0,0
PRJNA548136,Papaya Mealybug,Hemiptera,Previlance of endo symbiont in Papaya Mealybug,Previlance of endo symbiont in Papaya Mealybug,paired,1,0
PRJNA547982,Curculio chinensis,Coleoptera,Gut microbiota community diversities of insect,microbiota community diversities of insect gut form the camellia weevil (Curculio chinensis),paired,1,0
PRJNA547967,Curculio chinensis,Coleoptera,microbiota community diversities of insect Metagenomic assembly,microbiota community diversities of cultured in vitro form the camellia weevil (Curculio chinensis)'s gut,paired,0,0
PRJNA547964,Curculio chinensis,Coleoptera,microbiota community diversities of insect Metagenomic assembly,microbiota community diversities of insect gut form the camellia weevil (Curculio chinensis),single,0,0
PRJNA547790,Aedes aegypti mosquitos,Diptera,midgut microbiota Metagenome,Midgut microbiota from Aedes aegypti mosquitos collected in different Colombian cities,paired,0,0
PRJDB5726,Drosophila,Diptera,The gut microbiota of Drosophila larvae and adults,"To identify how tert-butylhydroperoxide or G418 affects the bacterial composition in the gut of Drosophila larvae and adults. The analytical samples contain three biological triplicates of whole guts from control, tBH, G418-fed 3rd instar Drosophila larvae as well as whole guts from tBH-experienced day-10 Drosophila adult flies.",paired,1,1
PRJNA544041,Pieris brassicae,Lepidoptera,Pieris brassicae egg/Brassica nigra leaf 16S metabarcoding reads,"Plant responses to insect eggs are not induced by egg-associated microbes, but by a secretion attached to the eggs",paired,1,1
PRJNA543478,Aedes albopictus mosquitoes,Diptera,insect gut metagenome Metagenome,"Background: Vector-borne pathogens must survive and replicate in the hostile environment in the insect midgut before successful transmission. The insect midgut bacteria can have a modulatory effect on their vectorial capacity. At the same time, the relationship between infection, temperature and the mosquito microbiome are not well characterized.</p><p>Methodology/ Principal findings: This study aimed to delineate the effect of Zika virus (ZIKV) infection and temperature variation on the microbial profile of Aedes albopictus mosquitoes. Ae. albopictus were reared at diurnal temperature of day 28°C/ night 24°C and day 30C/ night 26C. Mosquitoes were given infectious blood meals with 8.3 log10 PFU/ml ZIKV and 16S rRNA sequencing was performed on guts at 7 days post infectious bloodmeal exposure.</p><p>ZIKV significantly reduced the gut taxa diversity [Chao1 Index P(1.1106e-05)] while increase in temperature increased the gut taxa richness [Shannon index P (0.022377)]. To the best of our knowledge, we identified Neoasaia for the first time in the midgut of an arthropod vector. A positive correlation between ZIKV and Neoasaia was identified [Spearman r - 0.6503; P (0.0026)] as well as a negative correlation between Elizabethkingia and ZIKV [Pearson r =0.7084; R2= 0.5018; P (0.0327)]. Additional taxa that could potentially act as modulators of ZIKV infection in Ae. albopictus mosquitoes were identified.</p><p>The findings of this study demonstrate that both temperature and ZIKV infection modulate the midgut microbial profile of Ae. albopictus mosquitoes. This may impact arbovirus transmission dynamics in future climate change scenario.",paired,0,0
PRJNA542035,Bactrocera minax,Diptera,Insect Microbiome,Gut microbiome of Bactrocera minax,paired,1,1
PRJNA532793,Odontotermes formosanus/Coptotermes formosanus,Isoptera,symbiotic prokaryotic communities of higher and lower termites,"Diet is an important factor determining the prokaryotic community structure in the hindgut of termites. In order to investigate the effects of native dietary isolation on symbiotic prokaryotic communities of higher and lower termites within a species, sequencing of 16S rRNA gene libraries was performed on Odontotermes formosanus and Coptotermes formosanus sampled from both sugarcane fields (high sugar diet) and a pine tree forest (no sugar diet), respectively",single,0,0
PRJNA532688,Odontotermes formosanus/Coptotermes formosanus,Isoptera,symbiotic prokaryotic communities of termite Raw sequence reads,"In order to investigate the effects of native dietary isolation on symbiotic prokaryotic communities of higher and lower termites within a species, sequencing of 16S rRNA gene libraries was performed on Odontotermes formosanus and Coptotermes formosanus sampled from both sugarcane fields (high sugar diet) and a pine tree forest (no sugar diet), respectively.",paired,0,0
PRJNA531038,honey bee,Hymenoptera,Honey bee gut metagenome,Microbiota residing in the digestive tract of honey bees (Apis mellifera) in a temperate climate.,paired,1,0
PRJNA530839,Callosobruchus maculatus,Coleoptera,Sequence reads of Callosobruchus maculatus,Bacterial community structure and composition in response to pesticide treatments in Callosobruchus maculatus. The study aims at evaluating the dynamics of intestinal bacteria when the insect is exposed to Dichlorvos and essential oil across successive generations.,paired,1,1
PRJNA529958,Colorado potato beetle,Coleoptera,Metagenomics of Colorado Potato Beetle,"Alterations in CPB microbiota in response to fungal and bacterial infections, and toxicoses, caused by insecticides",paired,1,0
PRJNA529891,Bee,Hymenoptera,Risk assessment of bioinsecticides to native bees,The assess the sublethal effects of exposure to agrochemicals on the composition of gut microbiota in the stingless bees.,paired,1,0
PRJNA529574,diamondback moth,Lepidoptera,Gut microbial diversity of diamondback moth,To study the origin and effect of gut microorganism of diamondback moth,single,0,0
PRJNA527945,Plutella xylostella,Lepidoptera,Gut bacteria on Plutella xylostella,Effects of different environmental factors on the gut bacteria of diamondback moth,single,0,0
PRJNA527932,Plutella xylostella,Lepidoptera,Plutella xylostella Gut bacteria diversity,Effects of different food on gut bacterial diversity of diamondback moth,single,0,0
PRJNA527695,tephritid fruit flies,Diptera,insect gut metagenome Raw sequence reads,"The family of the Tephritidae includes some of the most notorious insect pest species of agricultural and horticultural crops in tropical and sub-tropical regions. Despite a recent increasing interest in the study of the gut microbiome of these tephritid fruit flies, at present our knowledge about these gut microbiome is still very limited and fragmented. In this study, we aimed to gather base line information about the gut microbiome of multiple African and Mediterranean fruit fly species and study the relation between this gut microbiome and taxonomical- and ecological characteristics of fruit flies.",paired,1,1
